id,tier,categoria,slug,parte,complementar,grupo,arquivo_pronto,arquivo_original,resumo_curadoria,texto_ocr,tags,metricas_detectadas,telefones_borrados,frente_produto_sugerida,uso_sugerido,notas
DEP-094,gallery,metodo,mentoria-cirurgica-cristiane-pede-lista,1,comp-b,comp07,depoimentos-2026-ready/gallery/gallery_metodo_mentoria-cirurgica-cristiane-pede-lista_comp-b_parte-1.png,IMG_1718.PNG,Felipe: uma das melhores 4h de aula do ano; Tiago: “Entrega 100% sem enrolação. Conteúdo de ouro.”,"Felipe Oliv
conheci totalmente no aleatorio
procurando material para estudar e
foi uma das melhores 4h de aulas
que tive todo esse ano.","qualidade_conteudo, agradecimento, prova_social, metodo_funcionou",,2,,,
DEP-095,gallery,metodo,mentoria-cirurgica-cristiane-pede-lista,2,comp-b,comp07,depoimentos-2026-ready/gallery/gallery_metodo_mentoria-cirurgica-cristiane-pede-lista_comp-b_parte-2.png,IMG_1718.PNG,Felipe: uma das melhores 4h de aula do ano; Tiago: “Entrega 100% sem enrolação. Conteúdo de ouro.”,"Tiag(
Entrega 100% sem enrolação.
Conteúdo de ouro. Parabéns","qualidade_conteudo, agradecimento, prova_social, metodo_funcionou",,1,,,
DEP-096,gallery,metodo,michael-elogia-o-instagram-do-expert-e-d,,,,depoimentos-2026-ready/gallery/gallery_metodo_michael-elogia-o-instagram-do-expert-e-d.png,IMG_7001.PNG,Michael elogia o Instagram do expert e diz que está “apanhando” na transição para prospecção digital.,"Michael M
Cu
Você
Meu amigo; 0 YouTube é 0 ouro! Se
precisar de algo me avisa!
Eu vi pelo Instagram; vc é muito
bom. Eu venho de um tipo
totalmente diferente de venda
(experiência com venda presencial
e como booker) comecei esse mês
primeira vez a prospectar e
pela
fechar reunião; estou apanhando
muito
18.44","dor-do-cliente, autoridade, transição, prospecção",,1,,,
DEP-097,gallery,metodo,o-ouro-esta-no-follow-up,,,,depoimentos-2026-ready/gallery/gallery_metodo_o-ouro-esta-no-follow-up.png,IMG_8004.PNG,Regularize Health reforça a frase do Rômulo: “O OURO ESTÁ NO FOLLOW-UP”.,"Regulariz
Galera.
escutem 0 que 0
Rômulo Freitas diz: 0 OURO
ESTÁ NO FOLLOW-UP
REQULARIZE","follow-up, autoridade, insight, comunidade",,1,,,
DEP-098,gallery,metodo,pablo-diz-que-o-metodo-virou-a-chave-nas,,,,depoimentos-2026-ready/gallery/gallery_metodo_pablo-diz-que-o-metodo-virou-a-chave-nas.png,IMG_9919.PNG,Pablo diz que o método “virou a chave” nas abordagens e recomenda não ficar para trás.,"Pablo Feri
Pessoal; estou acompanhando
método do Rômulo e isso virou a
chave pra mim. Agora sei abordar
clientes com estratégia e estou
feliz com 0 suporte. Hoje mesmo
participei de uma mentoria
particular grátis kkk; porque a
galera não apareceu. Então; se
alguém está subestimando; pense
duas vezes: 0 conteúdo é de valor.
Estou aplicando e recomendo que
vocês não fiquem pra trás!
Editada 11:11
222
222
222
tem galera dormindo","virada de chave, método, suporte, recomendação",mentoria,1,,,
DEP-099,gallery,metodo,prospeccao-melhoria-comentario-ig-prova,1,,,depoimentos-2026-ready/gallery/gallery_metodo_prospeccao-melhoria-comentario-ig-prova_parte-1.png,IMG_7473.PNG,"eneas.leandro comenta que, após acompanhar o Rômulo, melhorou muito a prospecção.","Novo
eneas leandro comentou: Depois que
2145
passei a acompanhar 0 trabalho do
Rômulo; melhorei muito a minha
prospecção!! 22 s","prospecção, melhoria, comentário-IG, prova-social",,0,,,
DEP-100,gallery,metodo,prospeccao-melhoria-comentario-ig-prova,2,,,depoimentos-2026-ready/gallery/gallery_metodo_prospeccao-melhoria-comentario-ig-prova_parte-2.png,IMG_7473.PNG,"eneas.leandro comenta que, após acompanhar o Rômulo, melhorou muito a prospecção.",Responder,"prospecção, melhoria, comentário-IG, prova-social",,0,,,
DEP-101,gallery,metodo,show-follow-up-na-aula-gratuita-se-ident,,,,depoimentos-2026-ready/gallery/gallery_metodo_show-follow-up-na-aula-gratuita-se-ident.png,IMG_9670.PNG,"Pablo aprendeu No-Show/Follow-Up na aula gratuita, se identificou com closer e já pegou o workshop.","Pablo Fernandes
C 0 c
U
Na aula gratuita aprendi sobre No -
Follow-Up; não conhecia
Show e
nada disso. Curti muito as
estratégias de negociação e me
identifiquei demais. Tô até me
apaixonando por essa parada de
closer. Como web designer; isso vai
me ajudar muito nas reuniões. Já
peguei 0 workshop e tô animado!","aula gratuita, conversão, closer, web designer, workshop",workshop,0,,,
DEP-102,gallery,metodo,thierry-lemos-chama-a-entrega-de-romulo,1,,,depoimentos-2026-ready/gallery/gallery_metodo_thierry-lemos-chama-a-entrega-de-romulo_parte-1.png,IMG_0571.PNG,Continuação do fio: Thierry Lemos chama a entrega de Rômulo de excelente; João Pedro Piloto recomenda mentorias em grupo.,"Comunidade Pódium: C..
76
PÓDIUM
Affonso Sim; Boia, Brendha, Bruno, B.
Negociação","prova_social, agradecimento, mentoria, metodo_funcionou",mentoria,0,,,
DEP-103,gallery,metodo,thierry-lemos-chama-a-entrega-de-romulo,2,,,depoimentos-2026-ready/gallery/gallery_metodo_thierry-lemos-chama-a-entrega-de-romulo_parte-2.png,IMG_0571.PNG,Continuação do fio: Thierry Lemos chama a entrega de Rômulo de excelente; João Pedro Piloto recomenda mentorias em grupo.,"Precificação
Outro
Mostrar votos","prova_social, agradecimento, mentoria, metodo_funcionou",mentoria,0,,,
DEP-104,gallery,metodo,thierry-lemos-chama-a-entrega-de-romulo,3,,,depoimentos-2026-ready/gallery/gallery_metodo_thierry-lemos-chama-a-entrega-de-romulo_parte-3.png,IMG_0571.PNG,Continuação do fio: Thierry Lemos chama a entrega de Rômulo de excelente; João Pedro Piloto recomenda mentorias em grupo.,"Thierre Lemos
Yuri Trambaioli
Fala pessoal, só pra deixar um feedback,
acabei de fazer uma call com 0 @Rômulo
Freitas, e tô bem feliz!
Rômulo é sensacional. A entrega
dele é excelente; porque faz 0 que
gosta e faz com amor.
Que Deus te abençoe sempre
mestre","prova_social, agradecimento, mentoria, metodo_funcionou",mentoria,0,,,
DEP-105,gallery,metodo,thierry-lemos-chama-a-entrega-de-romulo,4,,,depoimentos-2026-ready/gallery/gallery_metodo_thierry-lemos-chama-a-entrega-de-romulo_parte-4.png,IMG_0571.PNG,Continuação do fio: Thierry Lemos chama a entrega de Rômulo de excelente; João Pedro Piloto recomenda mentorias em grupo.,"João Pedro Piloto
Amigos que puderem participar
das mentorias em grupo;
aproveitem!","prova_social, agradecimento, mentoria, metodo_funcionou",mentoria,0,,,
DEP-106,gallery,metodo,yuri-trambaioli-elogia-call-com-romulo-f,1,,,depoimentos-2026-ready/gallery/gallery_metodo_yuri-trambaioli-elogia-call-com-romulo-f_parte-1.png,IMG_0570.PNG,"Yuri Trambaioli elogia call com @Rômulo Freitas: entrega valor, ouve o caso e dá soluções assertivas; recomenda para dores da operação.","Comunidade Pódium: C..
76
PÓDIUM
2 online
interessante; porém ele não está
sabendo como conduzir essa
apresentação; ele já faz serviço
mas não tem clareza de como
ofertar osso","agradecimento, mentoria, prova_social, metodo_funcionou, entrega_de_valor",,0,,,
DEP-107,gallery,metodo,yuri-trambaioli-elogia-call-com-romulo-f,2,,,depoimentos-2026-ready/gallery/gallery_metodo_yuri-trambaioli-elogia-call-com-romulo-f_parte-2.png,IMG_0570.PNG,"Yuri Trambaioli elogia call com @Rômulo Freitas: entrega valor, ouve o caso e dá soluções assertivas; recomenda para dores da operação.","Yuri Trambaioli
Fala pessoal, só pra deixar um
feedback; acabei de fazer uma call
Rômulo Freitas, e tô bem
com 0
feliz!
Ele entrega bastante valor mesmo,
atenção teu caso em
ouve com
específico; te entrega soluções
assertivas.
Quem ainda não fez e tá tendo dor
de cabeça com alguma parte da
operação; recomendo demais
bater um papo com ele!
Rômulo Freitas
Valeu demais
(a
Obrigado pelo feedback @Yuri
Trambaioli gosto realmente de
ajudar vocês e entender melhor do
momentol","agradecimento, mentoria, prova_social, metodo_funcionou, entrega_de_valor",,0,,,
DEP-108,gallery,metricas,10-reunioes-marcadas,,comp-b,comp10,depoimentos-2026-ready/gallery/gallery_metricas_10-reunioes-marcadas_comp-b.png,IMG_9671.PNG,Aluno relata R1 → R2 → link/contrato → assinatura e pagamento no mesmo ciclo.,"foi aquele que eu fiz a r1 ontem e
hoje apresentei a R2
Fiz 0 link de pagamento;
contrato.
assinou e fez 0 pagamento
muito bom!
Ahhhh garoto!l","fechamento, R1/R2, resultado, celebração",,0,,,
DEP-109,gallery,metricas,alanis-almeida-diz-que-o-workshop-de-lig,,comp-a,comp03,depoimentos-2026-ready/gallery/gallery_metricas_alanis-almeida-diz-que-o-workshop-de-lig_comp-a.png,IMG_0100.PNG,"Alanis Almeida diz que o Workshop de ligações “REALMENTE funciona”, com choro, risada, ligação e destravamento; incentiva participação.","Comunidade Pódium: .
112
COMUNIDADE
PODIUM
44 online
Alanis Alm
Terminou agora 0 Workshop de
ligações e eu venho com
propriedade dizer que REALMENTE
funciona. É um bate papo que vira
a chave para quem está no limbo
das ligações. Quem está com
receio de participar; eu digo
PARTICIPE! Porque ter pessoas
que estão na ativa e passando
pelas mesmas dificuldades faz
total diferença.
Teve choro, teve risada, teve
ligação e acima de tudo teve
destravamento.
Eu quero agradecer principalmente
Rômulo Freitas por dedicar
ao
tempo para ajudar pessoas
seu
que estão em um momento que ele
também passou, tornando possível
identificar as dificuldades e ajudar
a passar por elas.
Obrigada à todos que estiveram na
reunião e me deram dicas para
evoluir, acredito que essa troca
aiuda muito nrincinalmente auem","metodo_funcionou, destravamento, agradecimento, prova_social, comunidade",workshop,1,,,
DEP-110,gallery,metricas,aluno-celebra-alinhamento-de-script-ao-v,,,,depoimentos-2026-ready/gallery/gallery_metricas_aluno-celebra-alinhamento-de-script-ao-v.png,IMG_4254.PNG,Aluno celebra alinhamento de script ao vivo e agradece a comunidade.,"Leandro
0 cara simplesmente alinhou meu
script ao vivo!!! Agora é agendar e
vender!""
Rômulo Freitas que benção ter
chagado nesta comunidade.
Gratidão""","gratidão, script, resultado imediato, comunidade",,1,,,
DEP-111,gallery,metricas,aluno-chama-os-videos-de-ligacoes-de-fen,,,,depoimentos-2026-ready/gallery/gallery_metricas_aluno-chama-os-videos-de-ligacoes-de-fen.png,IMG_7097.PNG,Aluno chama os vídeos de ligações de “fenomenais” e pergunta sobre confirmar o dono via Instagram/CNPJ.,"Rômulo Freitas esses últimos
vídeos ali das ligações estão
fenomenais, muito bom mesmo.
Uma dúvida, quando você pede
para a secretária passar para
dono e você fala 0 nome dele, você
chega e dar uma olhada no insta
pra confirmar de certeza se é 0
dono mesmo; 0 qual você viu no
cartão cnpj?
Porque tem casos que 0 sócio no
cartão CNPJ é a mãe, ou pai do
dono; ou até mesmo filho kkk","elogio, ligações, engajamento, dúvida-técnica",,0,,,
DEP-112,gallery,metricas,aluno-diz-que-o-workshop-valeu-muito-a-p,,,,depoimentos-2026-ready/gallery/gallery_metricas_aluno-diz-que-o-workshop-valeu-muito-a-p.png,IMG_6761.PNG,Aluno diz que o workshop valeu muito a pena e elogia a vontade do Rômulo de gerar resultados.,"Você
Mais um Workshop Entregue!
Obrigado pela confiança pessoal!
Rendeu ein??
Show Rômulo, valeu muito a pena
participar. Fazia tempo que não via
alguém com tanta vontade de fazer
nós termos resultados","workshop, gratidão, resultados, engajamento",workshop,0,,,
DEP-113,gallery,metricas,aluno-elogia-a-aula-e-fala-em-implementa,,,,depoimentos-2026-ready/gallery/gallery_metricas_aluno-elogia-a-aula-e-fala-em-implementa.png,IMG_6055.PNG,Aluno elogia a aula e fala em implementar para alavancar resultados.,"Implementar e
Balta aula Agora e
alavancar os resultados","aula, motivação, resultados, satisfação",,1,,,
DEP-114,gallery,metricas,aluno-elogia-o-workshop-e-diz-que-agora,1,,,depoimentos-2026-ready/gallery/gallery_metricas_aluno-elogia-o-workshop-e-diz-que-agora_parte-1.png,IMG_6054.PNG,Aluno elogia o workshop e diz que agora as ligações vão sair.,"Comunidade Pódium: Cons..
90
COMUNIDADE
26 online
PÓDIUM
mais um vvorksnop enrregue, oprigaao
pela confiança amigos!!
Infelizmente não consegui ver ao
vivo; gravação sai que hrs?
1
@Thiago Rangel
em alguns
minutos, já te aviso","workshop, confiança, ligações, entusiasmo",workshop,0,,,
DEP-115,gallery,metricas,aluno-elogia-o-workshop-e-diz-que-agora,2,,,depoimentos-2026-ready/gallery/gallery_metricas_aluno-elogia-o-workshop-e-diz-que-agora_parte-2.png,IMG_6054.PNG,Aluno elogia o workshop e diz que agora as ligações vão sair.,"Luiz Cataro(
Você
Mais um Workshop entregue, obrigado
confiança amigos!!
pela
Muitoooo bom ! Obrigado Rômulo
agora as ligações sai certezaaaa
kkkkk","workshop, confiança, ligações, entusiasmo",workshop,1,,,
DEP-116,gallery,metricas,aluno-elogia-o-workshop-e-diz-que-agora,3,,,depoimentos-2026-ready/gallery/gallery_metricas_aluno-elogia-o-workshop-e-diz-que-agora_parte-3.png,IMG_6054.PNG,Aluno elogia o workshop e diz que agora as ligações vão sair.,"Luiz Cataroc
Thiago Rangel
Vou assistir hj pra amanhã já tacar fogo no
parquinho
Você vai gostar de mais","workshop, confiança, ligações, entusiasmo",workshop,1,,,
DEP-117,gallery,metricas,aluno-fecha-a-semana-com-5-r1-e-1-r2-e-d,,,,depoimentos-2026-ready/gallery/gallery_metricas_aluno-fecha-a-semana-com-5-r1-e-1-r2-e-d.png,IMG_2432.PNG,Aluno fecha a semana com 5 R1 e 1 R2 e diz que o workshop ajudou demais.,"Rômulo Freitas semana
terminando com 5 R1 marcadas e 1
R2 pra semana q vem; workshop
ajudou dms!!","resultados, métricas, workshop, vendas, R1/R2",workshop,0,,,
DEP-118,gallery,metricas,andre-mindset-ligacoes,,comp-a,comp01,depoimentos-2026-ready/gallery/gallery_metricas_andre-mindset-ligacoes_comp-a.png,IMG_2435.PNG,"André conta que na 2ª semana ligando “parece outra pessoa”, contrastando com o medo do 1º dia.","André
Galera; hoje foi a segunda semana
ligando e pqp; pareço outra pessoa
primeira semana no primeiro dia
A
cagando todo kkkk
eu tava me","transformação, confiança, medo, ligações, informal",,1,,,
DEP-119,gallery,metricas,andre-mindset-ligacoes,,comp-c,comp01,depoimentos-2026-ready/gallery/gallery_metricas_andre-mindset-ligacoes_comp-c.png,IMG_2436 (1).PNG,Versão mais limpa do depoimento de mindset do André sobre a primeira ligação.,"André
Você
Isso que ligações fazem!
Quando vc termina a primeira
ligação e percebe que você não
explodiu como sua mente achava
Vc ve que é simples
Eu tenho mania de querer controlar
tudo e querer saber de tudo
Comecei a pensar assim ""eu so
preciso ligar; na hora q atender n é
problema meu; é do andre do
futuro
0 andre de agora so precisa ligar
Editada 18.56","mindset, ansiedade, ligações, transformação",,1,,,
DEP-120,gallery,metricas,andre-neto-detalha-contrato-de-6-meses-r,1,,,depoimentos-2026-ready/gallery/gallery_metricas_andre-neto-detalha-contrato-de-6-meses-r_parte-1.png,IMG_2879.PNG,André Neto detalha contrato de 6 meses (R$1.000 + LP) e plano de CRM/tráfego.,"Comunidade Pódium:.
82
COMUNIDADE
Affonso Sim; André Neto. , Boia, B.
PÓDIUM
André Neto.
Galera, faz nem uma semana que conheci a
Rômulo e já posso
comunidade e
0
agradecer esse primeiro contrato ao cont.
Que felicidade esse feedback
André'! Acelera que é só 0 começo","resultado rápido, fechamento, CRM, tráfego pago, prova social",valor_rs,0,,,
DEP-121,gallery,metricas,andre-neto-detalha-contrato-de-6-meses-r,2,,,depoimentos-2026-ready/gallery/gallery_metricas_andre-neto-detalha-contrato-de-6-meses-r_parte-2.png,IMG_2879.PNG,André Neto detalha contrato de 6 meses (R$1.000 + LP) e plano de CRM/tráfego.,"André Neto.
Foi um contrato de 6 meses
(1.000) + 800 de LP; como um
representante comercial aqui da
igreja.
Implementarei nesse fim de ano só
tráfego
CRM e LP. Janeiro a Abril
pago!
3","resultado rápido, fechamento, CRM, tráfego pago, prova social",valor_rs,0,,,
DEP-122,gallery,metricas,andre-neto-detalha-contrato-de-6-meses-r,3,,,depoimentos-2026-ready/gallery/gallery_metricas_andre-neto-detalha-contrato-de-6-meses-r_parte-3.png,IMG_2879.PNG,André Neto detalha contrato de 6 meses (R$1.000 + LP) e plano de CRM/tráfego.,"André Neto_
CUIIIU
ue
CUIIICICIdi
aqui da igreja.
Aí sim! Doce como mel""!","resultado rápido, fechamento, CRM, tráfego pago, prova social",valor_rs,1,,,
DEP-123,gallery,metricas,andre-neto-detalha-contrato-de-6-meses-r,4,,,depoimentos-2026-ready/gallery/gallery_metricas_andre-neto-detalha-contrato-de-6-meses-r_parte-4.png,IMG_2879.PNG,André Neto detalha contrato de 6 meses (R$1.000 + LP) e plano de CRM/tráfego.,André Neto.,"resultado rápido, fechamento, CRM, tráfego pago, prova social",valor_rs,0,,,
DEP-124,gallery,metricas,brenda-r2-ao-vivo,1,comp-a,comp09,depoimentos-2026-ready/gallery/gallery_metricas_brenda-r2-ao-vivo_comp-a_parte-1.png,0A5EC8A8-A263-490F-A364-4270DE853606.PNG,"Brenda relata que, após reunião, o lead entrou na chamada com o Rômulo, entregou tudo e marcou R2 — “quem sabe faz ao vivo”.","Comunidade Pódium: C..
159
COMUNIDADE
PODIUM
42 online
CUIHIU
diferencial pra quem esbanja
parede quebrada e tocar sino.
Se orienta pessoal, a vida real é
bem mais complexa do que no
mostram no Instagram.
A","resultado ao vivo, R2, prova social, sala de ligação, autoridade",,1,,,
DEP-125,gallery,metricas,brenda-r2-ao-vivo,1,comp-b,comp09,depoimentos-2026-ready/gallery/gallery_metricas_brenda-r2-ao-vivo_comp-b_parte-1.png,F5AA7ACC-AA9D-4341-9F58-00692A797466.PNG,Alanis elogia entrega completa vs. Instagram fake; Brenda confirma R2 marcado ao vivo com o Rômulo.,"Comunidade Pódium: C..
159
COMUNIDADE
PODIUM
42 online
Romulo; você é fera demais.
Mais de 700 pessoas nessa
comunidade e tem gente que ainda
está correndo atrás de script
pronto; discador milagroso e ações
mágicas que só vão trazer falsa
sensação de produtividade.
Eu nunca vi ninguém nessa internet
entregando 0 conteúdo completo
como você entrega e esse
0
diferencial pra quem esbanja
parede quebrada e tocar sino..
Se orienta pessoal, a vida real é
bem mais complexa do que no
mostram no Instagram.","autenticidade, resultado ao vivo, R2, autoridade, anti-hype",,1,,,
DEP-126,gallery,metricas,brenda-r2-ao-vivo,2,comp-a,comp09,depoimentos-2026-ready/gallery/gallery_metricas_brenda-r2-ao-vivo_comp-a_parte-2.png,0A5EC8A8-A263-490F-A364-4270DE853606.PNG,"Brenda relata que, após reunião, o lead entrou na chamada com o Rômulo, entregou tudo e marcou R2 — “quem sabe faz ao vivo”.","Brenda Ar:
tive que enu ai
16h, qual não foi minha surpresa
quando saí e vi que 0 cara não só
entrou na chamada com 0 Rômulo,
como entregou tudo e marcou a
R2! quem sabe faz ao vivo!
amanhã estarei na sala de ligação;
sem dúvida!","resultado ao vivo, R2, prova social, sala de ligação, autoridade",,1,,,
DEP-127,gallery,metricas,brenda-r2-ao-vivo,2,comp-b,comp09,depoimentos-2026-ready/gallery/gallery_metricas_brenda-r2-ao-vivo_comp-b_parte-2.png,F5AA7ACC-AA9D-4341-9F58-00692A797466.PNG,Alanis elogia entrega completa vs. Instagram fake; Brenda confirma R2 marcado ao vivo com o Rômulo.,"Brenda Ar:
tive que enu ai
16h, qual não foi minha surpresa
quando saí e vi que 0 cara não só
entrou na chamada com 0 Rômulo,
como entregou tudo e marcou a
R2! quem sabe faz ao vivo!
amanhã estarei na sala de ligação;
sem dúvida!","autenticidade, resultado ao vivo, R2, autoridade, anti-hype",,1,,,
DEP-128,gallery,metricas,brenda-r2-ao-vivo,3,comp-a,comp09,depoimentos-2026-ready/gallery/gallery_metricas_brenda-r2-ao-vivo_comp-a_parte-3.png,0A5EC8A8-A263-490F-A364-4270DE853606.PNG,"Brenda relata que, após reunião, o lead entrou na chamada com o Rômulo, entregou tudo e marcou R2 — “quem sabe faz ao vivo”.","Davi Leão Pódium
Alanis Alr
Romulo; você é fera demais.
Mais de 700 pessoas nessa comunidade.
A verdade é que falar qualquer um
fala, mas no final ficam na mesma
querem enganar com resultados
ou
irreais que qualquer um sabe que
não é verdade.","resultado ao vivo, R2, prova social, sala de ligação, autoridade",,1,,,
DEP-129,gallery,metricas,brendha-boaventura-agradece-conhecimento,1,,,depoimentos-2026-ready/gallery/gallery_metricas_brendha-boaventura-agradece-conhecimento_parte-1.png,IMG_2868.PNG,Brendha Boaventura agradece conhecimento prático e evolução desde a 1ª reunião (Elite/Escuderia).,"Brendha Boaventura
Você
Um agradecimento em especial aos
mentorados da Elite e da Escuderia, que
estão alcançando um patamar mais profu.
Bora pra frente!!
Eu que agradeço por você
compartilhar seu conhecimento de
forma prática e simples de ser
aplicável!
Avançamos muito desde a primeira
reunião. 0 engajamento de todos
da comunidade também contribui
muito para 0 desenvolvimento.","gratidão, mentoria, comunidade, evolução",mentoria,0,,,
DEP-130,gallery,metricas,brendha-boaventura-agradece-conhecimento,2,,,depoimentos-2026-ready/gallery/gallery_metricas_brendha-boaventura-agradece-conhecimento_parte-2.png,IMG_2868.PNG,Brendha Boaventura agradece conhecimento prático e evolução desde a 1ª reunião (Elite/Escuderia).,"Obrigada @Rômulo Freitas por sua
generosidade e paciência","gratidão, mentoria, comunidade, evolução",,0,,,
DEP-131,gallery,metricas,carlos-selva-incentiva-alex-a-acompanhar,1,,,depoimentos-2026-ready/gallery/gallery_metricas_carlos-selva-incentiva-alex-a-acompanhar_parte-1.png,IMG_1731.PNG,Carlos Selva incentiva Alex a acompanhar o método de prospecção do Rômulo para chegar a 20k/mês.,"Comunidade Pódium:.
79
PÓDIUM
og
só você pensar de trás pra frente.
Quantas reuniões para fechar uma
venda aí de pelo menos 1.5 k ? .
quanta demanda você consegue
recolher; em quais canais .
Haha aí começa 0 game.","prova_social, resultado_financeiro, metodo_funcionou, quebra_de_objecao, incentivo",,0,,,
DEP-132,gallery,metricas,carlos-selva-incentiva-alex-a-acompanhar,2,,,depoimentos-2026-ready/gallery/gallery_metricas_carlos-selva-incentiva-alex-a-acompanhar_parte-2.png,IMG_1731.PNG,Carlos Selva incentiva Alex a acompanhar o método de prospecção do Rômulo para chegar a 20k/mês.,"Carlos Sel
AlexNev
Eu até acredito
Mas quem tem 0 método
chegar em 2Ok não é um
ou a fórmula? Pra
movimento aleatório. Existe uma rota. Qu..
Alex; quebra essa crença irmão.
Chegar em 2Ok mês é muito fácil,
principalmente; depois que você
acessa.
E claro; para chegar nisso você vai
precisar do método e fazer sua
parte.
Acompanha 0 Romulo; aprende
método de prospecção e mete
ficha.","prova_social, resultado_financeiro, metodo_funcionou, quebra_de_objecao, incentivo",,3,,,
DEP-133,gallery,metricas,carlos-selva-incentiva-alex-a-acompanhar,3,,,depoimentos-2026-ready/gallery/gallery_metricas_carlos-selva-incentiva-alex-a-acompanhar_parte-3.png,IMG_1731.PNG,Carlos Selva incentiva Alex a acompanhar o método de prospecção do Rômulo para chegar a 20k/mês.,"Carlos Sel
Carlos Se
Alex, quebra essa crença irmão. Chegar em","prova_social, resultado_financeiro, metodo_funcionou, quebra_de_objecao, incentivo",,2,,,
DEP-134,gallery,metricas,cliente-diz-que-consumiu-o-conteudo-e-es,,,,depoimentos-2026-ready/gallery/gallery_metricas_cliente-diz-que-consumiu-o-conteudo-e-es.png,IMG_7223.PNG,Cliente diz que consumiu o conteúdo e está bem mais segura em prospecções e reuniões.,"contcudc s gratuitas
Cara, incrível como eu encontrei
você aqui no insta; consumi todos
aplicando e
seus conteúdos e tô
bem mais segura em fazer as
prospecções
e as reuniões.
Obrigada mesmo pelo lindo
trabalho!","confiança, prospecção, reuniões, gratidão, aplicação",,0,,,
DEP-135,gallery,metricas,cliente-relata-negocio-fechado-na-call-a,,,,depoimentos-2026-ready/gallery/gallery_metricas_cliente-relata-negocio-fechado-na-call-a.png,IMG_7287.PNG,Cliente relata negócio fechado na call após colocar as ligações em prática.,"Segundo feedback
Também depois de colocar em
prática ligações;
NEGOCIO FECHADO NA CALL","fechamento, ligações, resultado-prático, prova-social",,0,,,
DEP-136,gallery,metricas,confianca-resultado-reuniao-gratidao,1,,,depoimentos-2026-ready/gallery/gallery_metricas_confianca-resultado-reuniao-gratidao_parte-1.png,IMG_6416.PNG,Mesmo caso da pizzaria + “nem fiquei nervoso” graças aos insights.,"Michael Oliveira
Acabei uma reunião agora com
uma pizzaria, vamos R2 semana
pediu pra eu montar
que vem e ele
projeto de marketing pra ele
um
Matheus Diegues entrou usando 0 link do
grupo","confiança, resultado, reunião, gratidão",,0,,,
DEP-137,gallery,metricas,confianca-resultado-reuniao-gratidao,2,,,depoimentos-2026-ready/gallery/gallery_metricas_confianca-resultado-reuniao-gratidao_parte-2.png,IMG_6416.PNG,Mesmo caso da pizzaria + “nem fiquei nervoso” graças aos insights.,"Michael Oliveira
Rômulo Freitas tu e brabo
demais nos ensinamentos
14.32
Mensagem não lida: 1
Nem fiquei nervoso na reunião pq
peguei todos os insigths que tu
deu
14.32","confiança, resultado, reunião, gratidão",,0,,,
DEP-138,gallery,metricas,davi-leao-afirma-que-3-das-5-reunioes-vi,1,,,depoimentos-2026-ready/gallery/gallery_metricas_davi-leao-afirma-que-3-das-5-reunioes-vi_parte-1.png,IMG_2433.PNG,Davi Leão afirma que 3 das 5 reuniões vieram de follow-up e quem não faz perde oportunidades.,Davi Leão Pódium,"follow-up, agendamento, resultados, vendas",reunioes,1,,,
DEP-139,gallery,metricas,davi-leao-afirma-que-3-das-5-reunioes-vi,2,,,depoimentos-2026-ready/gallery/gallery_metricas_davi-leao-afirma-que-3-das-5-reunioes-vi_parte-2.png,IMG_2433.PNG,Davi Leão afirma que 3 das 5 reuniões vieram de follow-up e quem não faz perde oportunidades.,"Otavio
Mensagem de voz (0:23)
cara; das 5 reuniões q marquei, 3
foi com follow up
quem nao faz ta perdendo
oportunidades","follow-up, agendamento, resultados, vendas",reunioes,1,,,
DEP-140,gallery,metricas,diz-que-encontrou-o-perfil-tarde-demais,,,,depoimentos-2026-ready/gallery/gallery_metricas_diz-que-encontrou-o-perfil-tarde-demais.png,IMG_7203.PNG,"Diz que encontrou o perfil tarde demais após cursos ruins, mas só o YouTube/aula já mudou o ritmo da semana.","Meu amigo pena que fui encontrar
perfil
só depois que tinha gasto
teu
muito com um monte de curso
não vai dar pra mim
bosta
workshop agora mas só com
YouTube e uma aula que assisti
ontem já dei outro ritmo pra
semana","valor-gratuito, comparação, autoridade, resultados-rápidos",workshop,0,,,
DEP-141,gallery,metricas,douglas-diz-que-a-anatomia-da-ligacao-o,,,,depoimentos-2026-ready/gallery/gallery_metricas_douglas-diz-que-a-anatomia-da-ligacao-o.png,6CF239D7-AA3C-4550-B4DA-9CF4F04002A8.JPG,Douglas diz que a “anatomia da ligação” o ajudou a trazer o lead à objetividade (R1) sem papo bobo.,"Douglas P
Leandro
Só compartilhando aqui entrei em poucas
lives mas estou assistindo 0 conteúdo de
ligação e a anatomia de ligação mudou mi_
Eu tbm! A anatomia me ajudou a
principalmente não deixar virar
papo bobo e saber trazer 0 lead
para a objetividade (que é a RI) ,
sem ficar tangenciando demais .
É
algo que antes eu tinha dificuldade
e não sabia fazer de forma ""suave""","anatomia da ligação, R1, técnica, objetividade, método",leads,2,,,
